35	110		0		0.
36	110		0		0.
37	110		0		0.
38	110		0		0.
39	110		0		0.
40	110		0		0.
41	110		0		0.
42	110		0		0.
43	110		0		0.
44	110		0		0.
45	110		0		0.
46	110		0		0.
47	110		0		0.
48	110		0		0.
49	110		0		0.
50	110		0		0.
51	110		0		0.
52	110		0		0.
53	110		0		0.
54	110		0		0.
55	110		0		0.
56	110		0		0.
57	110		0		0.
58	110		0		0.
59	110		0		0.
35	111		0		0.
36	111		0		0.
37	111		0		0.
38	111		0		0.
39	111		0		0.
40	111		0		0.
41	111		0		0.
42	111		0		0.
43	111		0		0.
44	111		0		0.
45	111		0		0.
46	111		0		0.
47	111		0		0.
48	111		0		0.
49	111		0		0.
50	111		0		0.
51	111		0		0.
52	111		0		0.
53	111		0		0.
54	111		0		0.
55	111		0		0.
56	111		0		0.
57	111		0		0.
58	111		0		0.
59	111		0		0.
39	112		0		0.
40	112		0		0.
41	112		0		0.
42	112		0		0.
43	112		0		0.
44	112		0		0.
45	112		0		0.
46	112		0		0.
47	112		0		0.
48	112		0		0.
49	112		0		0.
50	112		0		0.
51	112		0		0.
52	112		0		0.
53	112		0		0.
54	112		0		0.
55	112		0		0.
40	113		0		0.
41	113		0		0.
42	113		0		0.
43	113		0		0.
44	113		0		0.
45	113		0		0.
46	113		0		0.
47	113		0		0.
48	113		0		0.
41	78		0		0.
42	78		0		0.
43	78		0		0.
44	78		0		0.
45	78		0		0.
46	78		0		0.
47	78		0		0.
48	78		0		0.
49	78		0		0.
50	78		0		0.
51	78		0		0.
52	78		0		0.
53	78		0		0.
54	78		0		0.
55	78		0		0.
56	78		0		0.
57	78		0		0.
58	78		0		0.
59	78		0		0.
41	79		0		0.
42	79		0		0.
43	79		0		0.
44	79		0		0.
45	79		0		0.
46	79		0		0.
47	79		0		0.
48	79		0		0.
49	79		0		0.
50	79		0		0.
51	79		0		0.
52	79		0		0.
53	79		0		0.
54	79		0		0.
55	79		0		0.
56	79		0		0.
57	79		0		0.
58	79		0		0.
59	79		0		0.
60	79		0		0.
61	79		0		0.
62	79		0		0.
63	79		0		0.
64	79		0		0.
65	79		0		0.
66	79		0		0.
67	79		0		0.
68	79		0		0.
69	79		0		0.
70	79		0		0.
71	79		0		0.
72	79		0		0.
73	79		0		0.
74	79		0		0.
75	79		0		0.
76	79		0		0.
77	79		0		0.
78	79		0		0.
79	79		0		0.
80	79		0		0.
81	79		0		0.
82	79		0		0.
83	79		0		0.
84	79		0		0.
85	79		0		0.
86	79		0		0.
41	80		0		0.
42	80		0		0.
43	80		0		0.
44	80		0		0.
45	80		0		0.
46	80		0		0.
47	80		0		0.
48	80		0		0.
49	80		0		0.
50	80		0		0.
51	80		0		0.
52	80		0		0.
53	80		0		0.
54	80		0		0.
55	80		0		0.
56	80		0		0.
57	80		0		0.
58	80		0		0.
59	80		0		0.
60	80		0		0.
61	80		0		0.
62	80		0		0.
63	80		0		0.
64	80		0		0.
65	80		0		0.
66	80		0		0.
67	80		0		0.
68	80		0		0.
69	80		0		0.
70	80		0		0.
71	80		0		0.
72	80		0		0.
73	80		0		0.
74	80		0		0.
75	80		0		0.
76	80		0		0.
77	80		0		0.
78	80		0		0.
79	80		0		0.
80	80		0		0.
81	80		0		0.
82	80		0		0.
83	80		0		0.
84	80		0		0.
85	80		0		0.
86	80		0		0.
41	81		0		0.
42	81		0		0.
43	81		0		0.
44	81		0		0.
45	81		0		0.
46	81		0		0.
47	81		0		0.
48	81		0		0.
49	81		0		0.
50	81		0		0.
51	81		0		0.
52	81		0		0.
53	81		0		0.
54	81		0		0.
55	81		0		0.
56	81		0		0.
57	81		0		0.
58	81		0		0.
59	81		0		0.
60	81		0		0.
61	81		0		0.
62	81		0		0.
63	81		0		0.
64	81		0		0.
65	81		0		0.
66	81		0		0.
67	81		0		0.
68	81		0		0.
69	81		0		0.
70	81		0		0.
71	81		0		0.
72	81		0		0.
73	81		0		0.
74	81		0		0.
75	81		0		0.
76	81		0		0.
77	81		0		0.
78	81		0		0.
79	81		0		0.
80	81		0		0.
81	81		0		0.
82	81		0		0.
83	81		0		0.
84	81		0		0.
85	81		0		0.
86	81		0		0.
35	62		0		0.
36	62		0		0.
37	62		0		0.
38	62		0		0.
39	62		0		0.
40	62		0		0.
41	62		0		0.
42	62		0		0.
43	62		0		0.
44	62		0		0.
45	62		0		0.
46	62		0		0.
47	62		0		0.
48	62		0		0.
49	62		0		0.
35	63		0		0.
36	63		0		0.
37	63		0		0.
38	63		0		0.
39	63		0		0.
40	63		0		0.
41	63		0		0.
42	63		0		0.
43	63		0		0.
44	63		0		0.
45	63		0		0.
46	63		0		0.
47	63		0		0.
48	63		0		0.
49	63		0		0.
33	64		0		0.
34	64		0		0.
35	64		0		0.
36	64		0		0.
37	64		0		0.
38	64		0		0.
39	64		0		0.
40	64		0		0.
41	64		0		0.
42	64		0		0.
43	64		0		0.
44	64		0		0.
45	64		0		0.
46	64		0		0.
47	64		0		0.
48	64		0		0.
49	64		0		0.
50	64		0		0.
51	64		0		0.
52	64		0		0.
